Postnumber, Diseaseid, DiseaseName3, 'C0032064', 'Plague');
8, 'C0036916', 'Sexually Transmitted Diseases');
39039, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39040, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39042, 'C0018939', 'Hematological Disease');
39043, 'C0018939', 'Hematological Disease');
39044, 'C0009450', 'Communicable Diseases');
39045, 'C0018939', 'Hematological Disease');
39047, 'C0018939', 'Hematological Disease');
39049, 'C0018939', 'Hematological Disease');
39050, 'C0018939', 'Hematological Disease');
39051, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39054, 'C0018939', 'Hematological Disease');
39056, 'C0018939', 'Hematological Disease');
39059, 'C0018939', 'Hematological Disease');
39062, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39068, 'C0018939', 'Hematological Disease');
39070, 'C0018939', 'Hematological Disease');
39074, 'C0007286', 'Carpal Tunnel Syndrome');
39077, 'C0018939', 'Hematological Disease');
39080, 'C0014518', 'Toxic Epidermal Necrolysis');
39084, 'C0018939', 'Hematological Disease');
39087, 'C0018939', 'Hematological Disease');
39088, 'C0007787', 'Transient Ischemic Attack');
39090, 'C0018939', 'Hematological Disease');
39092, 'C0018939', 'Hematological Disease');
39093, 'C0018939', 'Hematological Disease');
39096, 'C0040820', 'Trematode Infections');
39101, 'C0024523', 'Malabsorption Syndrome');
39103, 'C0038454', 'Cerebrovascular accident');
39108, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39113, 'C0018939', 'Hematological Disease');
39114, 'C0018939', 'Hematological Disease');
39115, 'C0018939', 'Hematological Disease');
39118, 'C0012634', 'Disease');
39120, 'C0018939', 'Hematological Disease');
39121, 'C0018939', 'Hematological Disease');
39122, 'C0018939', 'Hematological Disease');
39124, 'C0018939', 'Hematological Disease');
39125, 'C0018939', 'Hematological Disease');
39126, 'C0002170', 'Alopecia');
39130, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39131, 'C0847092', 'blood autoimmune disorders');
39136, 'C0401151', 'Chronic diarrhea');
39139, 'C0018939', 'Hematological Disease');
39140, 'C0009443', 'Common Cold');
39141, 'C0018939', 'Hematological Disease');
39142, 'C0018939', 'Hematological Disease');
39145, 'C0018939', 'Hematological Disease');
39146, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes');
39147, 'C0018939', 'Hematological Disease');
39148, 'C0018939', 'Hematological Disease');
39151, 'C0018939', 'Hematological Disease');
39152, 'C0032285', 'Pneumonia');
39153, 'C0002871', 'Anemia');
39154, 'C0018939', 'Hematological Disease');
39156, 'C0018939', 'Hematological Disease');
39157, 'C0018939', 'Hematological Disease');
39158, 'C0002871', 'Anemia');
39159, 'C0018939', 'Hematological Disease');
39161, 'C0018939', 'Hematological Disease');
39171, 'C0018939', 'Hematological Disease');
39173, 'C0018939', 'Hematological Disease');
39174, 'C0018939', 'Hematological Disease');
39175, 'C0020456', 'Hyperglycemia');
39176, 'C0007787', 'Transient Ischemic Attack');
39177, 'C0018939', 'Hematological Disease');
39178, 'C0018939', 'Hematological Disease');
39182, 'C0018939', 'Hematological Disease');
39184, 'C0018939', 'Hematological Disease');
39187, 'C0018939', 'Hematological Disease');
39190, 'C0018939', 'Hematological Disease');
39191, 'C0041912', 'Upper Respiratory Infections');
39192, 'C0018939', 'Hematological Disease');
39194, 'C0008679', 'Chronic disease');
39196, 'C0018939', 'Hematological Disease');
39197, 'C0001144', 'Acne Vulgaris');
39202, 'C0018939', 'Hematological Disease');
39203, 'C0018939', 'Hematological Disease');
39205, 'C2676739', 'Chromosome 2q32-Q33 Deletion Syndrome');
39206, 'C0018939', 'Hematological Disease');
39207, 'C0018939', 'Hematological Disease');
39208, 'C0018939', 'Hematological Disease');
39211, 'C0018939', 'Hematological Disease');
39212, 'C0018939', 'Hematological Disease');
39213, 'C0018939', 'Hematological Disease');
39214, 'C0018939', 'Hematological Disease');
39215, 'C0018939', 'Hematological Disease');
39216, 'C0018939', 'Hematological Disease');
39217, 'C0015695', 'Fatty Liver');
39218, 'C0018939', 'Hematological Disease');
39220, 'C0018939', 'Hematological Disease');
39221, 'C0018939', 'Hematological Disease');
39224, 'C0018939', 'Hematological Disease');
39226, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39229, 'C0041912', 'Upper Respiratory Infections');
39230, 'C0018939', 'Hematological Disease');
39231, 'C0018939', 'Hematological Disease');
39237, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39240, 'C0036830', 'Serum Sickness');
39243, 'C0020615', 'Hypoglycemia');
39244, 'C0018939', 'Hematological Disease');
39245, 'C0018939', 'Hematological Disease');
39246, 'C0018939', 'Hematological Disease');
39247, 'C0018939', 'Hematological Disease');
39248, 'C0018939', 'Hematological Disease');
39250, 'C0018939', 'Hematological Disease');
39251, 'C0018939', 'Hematological Disease');
39252, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39253, 'C0018939', 'Hematological Disease');
39254, 'C0018939', 'Hematological Disease');
39258, 'C0018939', 'Hematological Disease');
39261, 'C0018939', 'Hematological Disease');
39264, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39267, 'C0018939', 'Hematological Disease');
39268, 'C0018939', 'Hematological Disease');
39271, 'C0018939', 'Hematological Disease');
39274, 'C0018939', 'Hematological Disease');
39276, 'C0018939', 'Hematological Disease');
39278, 'C0018939', 'Hematological Disease');
39279, 'C0018939', 'Hematological Disease');
39289, 'C0018939', 'Hematological Disease');
39290, 'C0018939', 'Hematological Disease');
39292, 'C0018939', 'Hematological Disease');
39293, 'C0018939', 'Hematological Disease');
39294, 'C0018939', 'Hematological Disease');
39298, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39300, 'C0018939', 'Hematological Disease');
39302, 'C0011849', 'Diabetes Mellitus');
39305, 'C0011849', 'Diabetes Mellitus');
39308, 'C0038395', 'Streptococcal Infections');
39315, 'C0014518', 'Toxic Epidermal Necrolysis');
39317, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39324, 'C0018939', 'Hematological Disease');
39327, 'C0003123', 'Anorexia');
39328, 'C0018939', 'Hematological Disease');
39330, 'C0018939', 'Hematological Disease');
39331, 'C0018939', 'Hematological Disease');
39334, 'C0036916', 'Sexually Transmitted Diseases');
39346, 'C0276141', 'Viral bronchitis');
39348, 'C0024586', 'Malignant Carcinoid Syndrome');
39350, 'C3714506', 'Meckel syndrome type 1');
39352, 'C0272285', 'Heparin-induced thrombocytopenia');
39358, 'C0152128', 'Drug withdrawal syndrome');
39366, 'C0018939', 'Hematological Disease');
39368, 'C0018939', 'Hematological Disease');
39374, 'C0042870', 'Vitamin D Deficiency');
39376, 'C0018939', 'Hematological Disease');
39377, 'C0018939', 'Hematological Disease');
39386, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39391, 'C0030305', 'Pancreatitis');
39395, 'C0038454', 'Cerebrovascular accident');
39396, 'C0018939', 'Hematological Disease');
39398, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
39399, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
39402, 'C0018939', 'Hematological Disease');
39403, 'C0018939', 'Hematological Disease');
39404, 'C0018939', 'Hematological Disease');
39406, 'C0018939', 'Hematological Disease');
39407, 'C0010692', 'Cystitis');
39411, 'C0011849', 'Diabetes Mellitus');
39412, 'C0018939', 'Hematological Disease');
39414, 'C0011849', 'Diabetes Mellitus');
39415, 'C0011848', 'Diabetes Insipidus');
39417, 'C0022104', 'Irritable Bowel Syndrome');
39439, 'C0268358', 'Osteogenesis imperfecta| dominant perinatal lethal');
39444, 'C0039082', 'Syndrome');
39454, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
39457, 'C0033046', 'Premenstrual syndrome');
39460, 'C0036916', 'Sexually Transmitted Diseases');
39461, 'C2676739', 'Chromosome 2q32-Q33 Deletion Syndrome');
39467, 'C0011849', 'Diabetes Mellitus');
39468, 'C0011849', 'Diabetes Mellitus');
39479, 'C0011849', 'Diabetes Mellitus');
39483, 'C0014544', 'Epilepsy');
39486, 'C0018939', 'Hematological Disease');
39495, 'C0750466', 'Yeast infection');
39498, 'C0152010', 'Withdrawal bleeding');
39500, 'C3714506', 'Meckel syndrome type 1');
39511, 'C0033046', 'Premenstrual syndrome');
39512, 'C0747919', 'pregnancy related');
39515, 'C0018790', 'Cardiac Arrest');
39532, 'C1969653', 'MUNGAN SYNDROME');
39536, 'C0015695', 'Fatty Liver');
39550, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
39553, 'C0850139', 'Prolapsed cervical disc');
39554, 'C0242350', 'Erectile dysfunction');
39563, 'C0020624', 'Hypomenorrhea');
39566, 'C0020624', 'Hypomenorrhea');
39579, 'C0018790', 'Cardiac Arrest');
39580, 'C0032460', 'Polycystic Ovary Syndrome');
39586, 'C0860475', 'lactose intolerant');
39593, 'C3714506', 'Meckel syndrome type 1');
39599, 'C3714506', 'Meckel syndrome type 1');
39611, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39620, 'C0004238', 'Atrial Fibrillation');
39634, 'C3714506', 'Meckel syndrome type 1');
39636, 'C0024586', 'Malignant Carcinoid Syndrome');
39639, 'C3887971', 'RETINAL DYSPLASIA| PRIMARY');
39649, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes');
39654, 'C0019112', 'Hemorrhoids');
39671, 'C0027697', 'Nephritis');
39684, 'C0038454', 'Cerebrovascular accident');
39690, 'C0423086', 'Staring');
39694, 'C0011849', 'Diabetes Mellitus');
39695, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
39701, 'C0012634', 'Disease');
39707, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
39718, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39721, 'C0750466', 'Yeast infection');
39735, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
39747, 'C0014518', 'Toxic Epidermal Necrolysis');
39751, 'C0035086', 'Renal Osteodystrophy');
39761, 'C0152010', 'Withdrawal bleeding');
39766, 'C0014518', 'Toxic Epidermal Necrolysis');
39781, 'C0042373', 'Vascular Diseases');
39782, 'C0004135', 'Ataxia Telangiectasia');
39783, 'C0858540', 'hemorrhage symptom');
39806, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39813, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
39821, 'C3714506', 'Meckel syndrome type 1');
39827, 'C0004135', 'Ataxia Telangiectasia');
39839, 'C0032460', 'Polycystic Ovary Syndrome');
39850, 'C0042029', 'Urinary tract infection');
39852, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
39853, 'C0917805', 'Transient Cerebral Ischemia');
39868, 'C1535939', 'Pneumocystis jiroveci pneumonia');
39870, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
39873, 'C0152010', 'Withdrawal bleeding');
39898, 'C3714506', 'Meckel syndrome type 1');
39903, 'C0042029', 'Urinary tract infection');
39910, 'C0032987', 'Ectopic Pregnancy');
39914, 'C0020624', 'Hypomenorrhea');
39917, 'C0033046', 'Premenstrual syndrome');
39921, 'C0011849', 'Diabetes Mellitus');
39924, 'C0012634', 'Disease');
39925, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
39926, 'C0010346', 'Crohn Disease');
39927, 'C0043037', 'Common wart');
39951, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
39953, 'C0033046', 'Premenstrual syndrome');
39955, 'C0272285', 'Heparin-induced thrombocytopenia');
39968, 'C0747919', 'pregnancy related');
39972, 'C0234533', 'Generalized seizures');
39978, 'C0026603', 'Motion Sickness');
39987, 'C0014518', 'Toxic Epidermal Necrolysis');
39993, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
39999, 'C3714506', 'Meckel syndrome type 1');
40017, 'C0024117', 'Chronic Obstructive Airway Disease');
40018, 'C0018939', 'Hematological Disease');
40021, 'C0024117', 'Chronic Obstructive Airway Disease');
40028, 'C0041912', 'Upper Respiratory Infections');
40031, 'C0029927', 'Ovarian Cysts');
40035, 'C0011847', 'Diabetes');
40038, 'C0020624', 'Hypomenorrhea');
40068, 'C0149931', 'Migraine Disorders');
40074, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40092, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40097, 'C0014518', 'Toxic Epidermal Necrolysis');
40103, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
40109, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40113, 'C0033046', 'Premenstrual syndrome');
40121, 'C0032460', 'Polycystic Ovary Syndrome');
40130, 'C0020624', 'Hypomenorrhea');
40138, 'C0007787', 'Transient Ischemic Attack');
40153, 'C1868649', 'PANIC DISORDER 1');
40155, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40159, 'C0149931', 'Migraine Disorders');
40164, 'C0010666', 'Cystic acne');
40182, 'C1857802', 'MORM syndrome');
40184, 'C0034341', 'Pyruvate Carboxylase Deficiency Disease');
40205, 'C0022104', 'Irritable Bowel Syndrome');
40208, 'C0042109', 'Urticaria');
40215, 'C3887505', 'DYSFUNCTION - SKIN DISORDERS');
40217, 'C0003123', 'Anorexia');
40219, 'C0747845', 'early pregnancy');
40221, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40225, 'C0014518', 'Toxic Epidermal Necrolysis');
40232, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
40242, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40243, 'C0027404', 'Narcolepsy');
40252, 'C0012634', 'Disease');
40255, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40258, 'C0032064', 'Plague');
40262, 'C0024586', 'Malignant Carcinoid Syndrome');
40263, 'C1859316', 'CATARACT-ALOPECIA-SCLERODACTYLY SYNDROME');
40279, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
40281, 'C0011849', 'Diabetes Mellitus');
40283, 'C0011849', 'Diabetes Mellitus');
40284, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40285, 'C0011849', 'Diabetes Mellitus');
40286, 'C0018939', 'Hematological Disease');
40287, 'C0011849', 'Diabetes Mellitus');
40288, 'C0011849', 'Diabetes Mellitus');
40289, 'C0011860', 'Diabetes Mellitus| Non-Insulin-Dependent');
40292, 'C0004135', 'Ataxia Telangiectasia');
40299, 'C0043352', 'Xerostomia');
40315, 'C0242073', 'Pulmonary congestion');
40319, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40325, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40328, 'C0012634', 'Disease');
40329, 'C0024117', 'Chronic Obstructive Airway Disease');
40331, 'C0024117', 'Chronic Obstructive Airway Disease');
40332, 'C0024117', 'Chronic Obstructive Airway Disease');
40335, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes');
40336, 'C0027051', 'Myocardial Infarction');
40340, 'C0024117', 'Chronic Obstructive Airway Disease');
40342, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40345, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40349, 'C3250443', 'MYOTONIC DYSTROPHY 1');
40352, 'C3714506', 'Meckel syndrome type 1');
40356, 'C0024586', 'Malignant Carcinoid Syndrome');
40359, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40360, 'C0024117', 'Chronic Obstructive Airway Disease');
40368, 'C0030360', 'Papillon-Lefevre Disease');
40369, 'C0024117', 'Chronic Obstructive Airway Disease');
40370, 'C0024117', 'Chronic Obstructive Airway Disease');
40373, 'C1969653', 'MUNGAN SYNDROME');
40376, 'C0035258', 'Restless Legs Syndrome');
40377, 'C0012813', 'Diverticulitis');
40384, 'C0012634', 'Disease');
40385, 'C0236663', 'Alcohol withdrawal syndrome');
40396, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40399, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40409, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40414, 'C0851578', 'Sleep Disorders');
40416, 'C0013264', 'Muscular Dystrophy| Duchenne');
40419, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40422, 'C0027051', 'Myocardial Infarction');
40435, 'C0017168', 'Gastroesophageal reflux disease');
40440, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40453, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40455, 'C0021167', 'Incontinence');
40461, 'C1535939', 'Pneumocystis jiroveci pneumonia');
40463, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes');
40472, 'C0009443', 'Common Cold');
40479, 'C0042420', 'Vasovagal syncope');
40483, 'C1969653', 'MUNGAN SYNDROME');
40489, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
40490, 'C0043352', 'Xerostomia');
40493, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
40505, 'C0272285', 'Heparin-induced thrombocytopenia');
40506, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40519, 'C0020443', 'Hypercholesterolemia');
40526, 'C0014518', 'Toxic Epidermal Necrolysis');
40528, 'C0014518', 'Toxic Epidermal Necrolysis');
40529, 'C1969653', 'MUNGAN SYNDROME');
40535, 'C0003123', 'Anorexia');
40536, 'C0001327', 'Acute laryngitis');
40538, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40541, 'C2316212', 'Cryopyrin-Associated Periodic Syndromes');
40550, 'C0232710', 'Chronic constipation with overflow');
40559, 'C0009443', 'Common Cold');
40560, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40565, 'C0857098', 'explosive diarrhea');
40568, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40580, 'C0027051', 'Myocardial Infarction');
40582, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
40584, 'C0027051', 'Myocardial Infarction');
40587, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40589, 'C0003864', 'Arthritis');
40594, 'C0263940', 'Curb');
40609, 'C1845050', 'PIGMENTARY DISORDER| RETICULATE| WITH SYSTEMIC MANIFESTATIONS');
40617, 'C3665488', 'Familial Osteochondritis Dissecans');
40632, 'C0024117', 'Chronic Obstructive Airway Disease');
40636, 'C0024117', 'Chronic Obstructive Airway Disease');
40638, 'C0043352', 'Xerostomia');
40642, 'C0024117', 'Chronic Obstructive Airway Disease');
40645, 'C0272285', 'Heparin-induced thrombocytopenia');
40659, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
40660, 'C0019159', 'Hepatitis A');
40666, 'C0024117', 'Chronic Obstructive Airway Disease');
40670, 'C0004135', 'Ataxia Telangiectasia');
40680, 'C0004096', 'Asthma');
40691, 'C0037036', 'Sialorrhea');
40694, 'C1265792', 'Chronic emphysema');
40696, 'C0015458', 'Facial Hemiatrophy');
40706, 'C0016167', 'Anal Fissure');
40707, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40723, 'C0039240', 'Supraventricular tachycardia');
40729, 'C0263940', 'Curb');
40731, 'C0032460', 'Polycystic Ovary Syndrome');
40733, 'C3665488', 'Familial Osteochondritis Dissecans');
40735, 'C0004096', 'Asthma');
40737, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40739, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40748, 'C0027051', 'Myocardial Infarction');
40749, 'C0236663', 'Alcohol withdrawal syndrome');
40750, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40756, 'C0016053', 'Fibromyalgia');
40760, 'C1535939', 'Pneumocystis jiroveci pneumonia');
40761, 'C0043352', 'Xerostomia');
40763, 'C0031350', 'Pharyngitis');
40765, 'C0024117', 'Chronic Obstructive Airway Disease');
40766, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40769, 'C0041912', 'Upper Respiratory Infections');
40773, 'C0024117', 'Chronic Obstructive Airway Disease');
40776, 'C0006277', 'Bronchitis');
40782, 'C0003123', 'Anorexia');
40790, 'C0024117', 'Chronic Obstructive Airway Disease');
40795, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
40798, 'C0024117', 'Chronic Obstructive Airway Disease');
40799, 'C0024117', 'Chronic Obstructive Airway Disease');
40800, 'C0024117', 'Chronic Obstructive Airway Disease');
40801, 'C0024117', 'Chronic Obstructive Airway Disease');
40802, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
40803, 'C1849409', 'Knobloch syndrome');
40834, 'C0018939', 'Hematological Disease');
40835, 'C0018939', 'Hematological Disease');
40840, 'C0018939', 'Hematological Disease');
40843, 'C0018939', 'Hematological Disease');
40847, 'C3887938', 'COLORBLINDNESS| PARTIAL| DEUTAN SERIES');
