PostNumber, DiseaseId, DiseaseName, SymptomId, SymptomName, TreatmentId, TreatmentName, DrugId, DrugName, BodypartId, BodypartName3, 'C0032064', 'Plague', '', '', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0221423', 'Illness3, 'C0032064', 'Plague', 'C0011991', 'Diarrhea', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0009806', 'Constipation', '', '', '', '', '', '
11653, 'C0149931', 'Migraine Disorders', 'C0036572', 'Seizures', '', '', '', '', '', '
11653, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
11653, 'C0149931', 'Migraine Disorders', 'C0455270', 'Sharp pain', '', '', '', '', '', '
11653, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281590', 'Entire head
11653, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0040426', 'Tooth structure
11655, 'C0001144', 'Acne Vulgaris', '', '', '', '', '', '', '', '
11655, 'C0001144', 'Acne Vulgaris', 'C0027497', 'Nausea', '', '', '', '', '', '
11658, 'C0003123', 'Anorexia', '', '', '', '', '', '', '', '
11658, 'C0003123', 'Anorexia', 'C0027497', 'Nausea', '', '', '', '', '', '
11658, 'C0003123', 'Anorexia', 'C0012833', 'Dizziness', '', '', '', '', '', '
11658, 'C0003123', 'Anorexia', 'C0600142', 'Hot flushes', '', '', '', '', '', '
11658, 'C0003123', 'Anorexia', 'C0027769', 'Nervousness', '', '', '', '', '', '
11658, 'C0003123', 'Anorexia', '', '', '', '', '', '', 'C1281590', 'Entire head
11660, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11660, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
11662, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11663, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11663, 'C0149931', 'Migraine Disorders', 'C0015230', 'Exanthema', '', '', '', '', '', '
11663, 'C0149931', 'Migraine Disorders', 'C0085624', 'Burning sensation', '', '', '', '', '', '
11663, 'C0149931', 'Migraine Disorders', 'C0234230', 'Pain| Burning', '', '', '', '', '', '
11663, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
11663, 'C0149931', 'Migraine Disorders', 'C0234255', 'Night pain', '', '', '', '', '', '
11663, 'C0149931', 'Migraine Disorders', '', '', 'C0152054', 'Therapeutic tactile stimulation', '', '', '', '
11663, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1278997', 'Entire scalp
11663, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0015392', 'Eye
11665, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11665, 'C0149931', 'Migraine Disorders', 'C0027769', 'Nervousness', '', '', '', '', '', '
11665, 'C0149931', 'Migraine Disorders', '', '', 'C0152277', 'Incision and drainage', '', '', '', '
11665, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1278920', 'Entire stomach
11667, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11667, 'C0149931', 'Migraine Disorders', 'C0036572', 'Seizures', '', '', '', '', '', '
11667, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0022742', 'Knee
11667, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0006104', 'Brain
11668, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11668, 'C0149931', 'Migraine Disorders', '', '', 'C1142085', 'Migraine prophylaxis', '', '', '', '
11670, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11670, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11670, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
11671, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11671, 'C0149931', 'Migraine Disorders', 'C0003862', 'Arthralgia', '', '', '', '', '', '
11671, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
11671, 'C0149931', 'Migraine Disorders', 'C0151786', 'Muscle Weakness', '', '', '', '', '', '
11671, 'C0149931', 'Migraine Disorders', 'C0751295', 'Memory Loss', '', '', '', '', '', '
11671, 'C0149931', 'Migraine Disorders', '', '', 'C0013806', 'Electroconvulsive Therapy', '', '', '', '
11672, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11673, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11673, 'C0149931', 'Migraine Disorders', 'C0036572', 'Seizures', '', '', '', '', '', '
11673, 'C0149931', 'Migraine Disorders', 'C0231528', 'Myalgia', '', '', '', '', '', '
11673, 'C0149931', 'Migraine Disorders', 'C0234532', 'convulsed', '', '', '', '', '', '
11673, 'C0149931', 'Migraine Disorders', 'C0028084', 'Nightmares', '', '', '', '', '', '
11673, 'C0149931', 'Migraine Disorders', '', '', 'C0332293', 'Treated with', '', '', '', '
11673, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0229967', 'Structure of left half of body
11673, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1995013', 'Set of muscles
11674, 'C1960870', 'Transformed migraine', '', '', '', '', '', '', '', '
11674, 'C1960870', 'Transformed migraine', 'C0085631', 'Agitation', '', '', '', '', '', '
11674, 'C1960870', 'Transformed migraine', '', '', '', '', '', '', 'C0006104', 'Brain
11675, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11675, 'C0149931', 'Migraine Disorders', 'C0036396', 'Sciatica', '', '', '', '', '', '
11675, 'C0149931', 'Migraine Disorders', 'C0037763', 'Spasm', '', '', '', '', '', '
11675, 'C0149931', 'Migraine Disorders', 'C0042571', 'Vertigo', '', '', '', '', '', '
11675, 'C0149931', 'Migraine Disorders', 'C0231528', 'Myalgia', '', '', '', '', '', '
11675, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
11675, 'C0149931', 'Migraine Disorders', 'C0026821', 'Muscle Cramp', '', '', '', '', '', '
11675, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1279606', 'Entire left lower leg
11675, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0015392', 'Eye
11677, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11677, 'C0149931', 'Migraine Disorders', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
11678, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11678, 'C0149931', 'Migraine Disorders', '', '', 'C3687832', 'DRUGS', '', '', '', '
11678, 'C0149931', 'Migraine Disorders', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
11679, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11680, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11681, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11681, 'C0149931', 'Migraine Disorders', 'C0917801', 'Sleeplessness', '', '', '', '', '', '
11681, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1280541', 'Entire nerve
11682, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11682, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11683, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11683, 'C0149931', 'Migraine Disorders', '', '', '', '', 'C0599396', 'sleeping pill', '', '
11688, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11688, 'C0149931', 'Migraine Disorders', 'C0241044', 'SHOULDER TENDERNESS', '', '', '', '', '', '
11688, 'C0149931', 'Migraine Disorders', 'C0741585', 'BODY ACHE', '', '', '', '', '', '
11688, 'C0149931', 'Migraine Disorders', 'C0042963', 'Vomiting', '', '', '', '', '', '
11688, 'C0149931', 'Migraine Disorders', 'C0027497', 'Nausea', '', '', '', '', '', '
11688, 'C0149931', 'Migraine Disorders', 'C3714552', 'Weakness', '', '', '', '', '', '
11688, 'C0149931', 'Migraine Disorders', 'C0427008', 'Stiffness', '', '', '', '', '', '
11688, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1269048', 'Entire temporomandibular joint
11688, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281592', 'Entire neck
11692, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
11692, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0027497', 'Nausea', '', '', '', '', '', '
11693, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11694, 'C0016053', 'Fibromyalgia', '', '', '', '', '', '', '', '
11694, 'C0016053', 'Fibromyalgia', 'C0027497', 'Nausea', '', '', '', '', '', '
11694, 'C0016053', 'Fibromyalgia', 'C0030193', 'Pain', '', '', '', '', '', '
11694, 'C0016053', 'Fibromyalgia', 'C0917801', 'Sleeplessness', '', '', '', '', '', '
11694, 'C0016053', 'Fibromyalgia', '', '', 'C0451615', 'Pain relief', '', '', '', '
11694, 'C0016053', 'Fibromyalgia', '', '', '', '', 'C1251700', 'Fentanyl Transdermal Patch', '', '
11695, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11695, 'C0149931', 'Migraine Disorders', 'C0027769', 'Nervousness', '', '', '', '', '', '
11699, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11700, 'C0026603', 'Motion Sickness', '', '', '', '', '', '', '', '
11700, 'C0026603', 'Motion Sickness', 'C0042963', 'Vomiting', '', '', '', '', '', '
11700, 'C0026603', 'Motion Sickness', 'C0027497', 'Nausea', '', '', '', '', '', '
11700, 'C0026603', 'Motion Sickness', 'C0235309', 'Upset stomach', '', '', '', '', '', '
11700, 'C0026603', 'Motion Sickness', '', '', '', '', '', '', 'C0006104', 'Brain
11703, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
11703, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0042963', 'Vomiting', '', '', '', '', '', '
11703, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0027497', 'Nausea', '', '', '', '', '', '
11703, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0040822', 'Tremor', '', '', '', '', '', '
11703, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0085593', 'Chills', '', '', '', '', '', '
11703, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', 'C0016504', 'Foot
11705, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11705, 'C0149931', 'Migraine Disorders', 'C0036572', 'Seizures', '', '', '', '', '', '
11705, 'C0149931', 'Migraine Disorders', '', '', 'C0439631', 'Primary operation', '', '', '', '
11706, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11706, 'C0149931', 'Migraine Disorders', 'C0850674', 'Twitching eye', '', '', '', '', '', '
11706, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11706, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
11706, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0023884', 'Liver
11706, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0229090', 'Left eye structure
11707, 'C0026603', 'Motion Sickness', '', '', '', '', '', '', '', '
11707, 'C0026603', 'Motion Sickness', 'C0027497', 'Nausea', '', '', '', '', '', '
11707, 'C0026603', 'Motion Sickness', 'C0020175', 'Hunger', '', '', '', '', '', '
11707, 'C0026603', 'Motion Sickness', 'C0042571', 'Vertigo', '', '', '', '', '', '
11707, 'C0026603', 'Motion Sickness', 'C0012833', 'Dizziness', '', '', '', '', '', '
11708, 'C0272285', 'Heparin-induced thrombocytopenia', '', '', '', '', '', '', '', '
11708, 'C0272285', 'Heparin-induced thrombocytopenia', 'C0027497', 'Nausea', '', '', '', '', '', '
11708, 'C0272285', 'Heparin-induced thrombocytopenia', 'C0018681', 'Headache', '', '', '', '', '', '
11708, 'C0272285', 'Heparin-induced thrombocytopenia', 'C0234233', 'Sore to touch', '', '', '', '', '', '
11708, 'C0272285', 'Heparin-induced thrombocytopenia', '', '', '', '', '', '', 'C1281590', 'Entire head
11708, 'C0272285', 'Heparin-induced thrombocytopenia', '', '', '', '', '', '', 'C1281592', 'Entire neck
11709, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11710, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11710, 'C0149931', 'Migraine Disorders', 'C0231218', 'Malaise', '', '', '', '', '', '
11710, 'C0149931', 'Migraine Disorders', 'C0150055', 'Chronic pain', '', '', '', '', '', '
11710, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C1281590', 'Entire head
11712, 'C0043352', 'Xerostomia', '', '', '', '', '', '', '', '
11712, 'C0043352', 'Xerostomia', 'C0027497', 'Nausea', '', '', '', '', '', '
11712, 'C0043352', 'Xerostomia', 'C0231218', 'Malaise', '', '', '', '', '', '
11713, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', '', '
11713, 'C0042029', 'Urinary tract infection', 'C0011991', 'Diarrhea', '', '', '', '', '', '
11713, 'C0042029', 'Urinary tract infection', 'C0027497', 'Nausea', '', '', '', '', '', '
11713, 'C0042029', 'Urinary tract infection', 'C0474496', 'Diarrhea and vomiting| symptom', '', '', '', '', '', '
11713, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', 'C1552158', 'Supernumerary mandibular right central primary incisor
11716, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11717, 'C0019360', 'Herpes zoster disease', '', '', '', '', '', '', '', '
11717, 'C0019360', 'Herpes zoster disease', 'C0027497', 'Nausea', '', '', '', '', '', '
11717, 'C0019360', 'Herpes zoster disease', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', '', '', '', '', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', 'C0011991', 'Diarrhea', '', '', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', 'C0087169', 'Withdrawal Symptoms', '', '', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', 'C0857027', 'Feeling Sick', '', '', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', 'C0027497', 'Nausea', '', '', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', 'C0012833', 'Dizziness', '', '', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', 'C0018681', 'Headache', '', '', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', 'C0030193', 'Pain', '', '', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', 'C0344232', 'Blurred vision', '', '', '', '', '', '
11718, 'C0744638', 'headache migraine chronic', '', '', '', '', '', '', 'C1281590', 'Entire head
11720, 'C0152020', 'Gastroparesis', '', '', '', '', '', '', '', '
11720, 'C0152020', 'Gastroparesis', 'C0027497', 'Nausea', '', '', '', '', '', '
11723, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11724, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11724, 'C0149931', 'Migraine Disorders', 'C0012833', 'Dizziness', '', '', '', '', '', '
11724, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0018787', 'Heart
11725, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11725, 'C0149931', 'Migraine Disorders', 'C0557875', 'Tired', '', '', '', '', '', '
11725, 'C0149931', 'Migraine Disorders', 'C2957106', 'headache severe', '', '', '', '', '', '
11725, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11725, 'C0149931', 'Migraine Disorders', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
11725, 'C0149931', 'Migraine Disorders', '', '', 'C1535597', 'Truncal vagotomy with pyloroplasty', '', '', '', '
11725, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0006104', 'Brain
11725, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0459385', 'Brain tissue
11727, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', '', '
11727, 'C0042029', 'Urinary tract infection', 'C0008031', 'Chest Pain', '', '', '', '', '', '
11727, 'C0042029', 'Urinary tract infection', 'C0027497', 'Nausea', '', '', '', '', '', '
11732, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11732, 'C0149931', 'Migraine Disorders', 'C2957106', 'headache severe', '', '', '', '', '', '
11732, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11734, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11734, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11735, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11735, 'C0149931', 'Migraine Disorders', 'C0018834', 'Heartburn', '', '', '', '', '', '
11735, 'C0149931', 'Migraine Disorders', 'C0748706', 'side pain', '', '', '', '', '', '
11735, 'C0149931', 'Migraine Disorders', 'C1446787', 'Cramping sensation quality', '', '', '', '', '', '
11737, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11737, 'C0149931', 'Migraine Disorders', 'C0042963', 'Vomiting', '', '', '', '', '', '
11740, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11740, 'C0149931', 'Migraine Disorders', 'C0917801', 'Sleeplessness', '', '', '', '', '', '
11741, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11741, 'C0149931', 'Migraine Disorders', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
11742, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11743, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11743, 'C0149931', 'Migraine Disorders', 'C0751295', 'Memory Loss', '', '', '', '', '', '
11743, 'C0149931', 'Migraine Disorders', '', '', 'C0152277', 'Incision and drainage', '', '', '', '
11746, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11746, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
11747, 'C0011175', 'Dehydration', '', '', '', '', '', '', '', '
11747, 'C0011175', 'Dehydration', '', '', '', '', '', '', 'C0040408', 'Tongue
11755, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11755, 'C0149931', 'Migraine Disorders', 'C0037088', 'Signs and Symptoms', '', '', '', '', '', '
11755, 'C0149931', 'Migraine Disorders', 'C0018681', 'Headache', '', '', '', '', '', '
11755, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
11755, 'C0149931', 'Migraine Disorders', '', '', 'C0185060', 'Crushing procedure', '', '', '', '
11755, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', 'C0521421', 'Entire ear
11761, 'C0277525', 'Infectious gastroenteritis', '', '', '', '', '', '', '', '
11761, 'C0277525', 'Infectious gastroenteritis', 'C0027497', 'Nausea', '', '', '', '', '', '
11761, 'C0277525', 'Infectious gastroenteritis', '', '', '', '', '', '', 'C0423866', 'Lanugo
11772, 'C0149931', 'Migraine Disorders', '', '', '', '', '', '', '', '
11772, 'C0149931', 'Migraine Disorders', 'C0221423', 'Illness11772, 'C0149931', 'Migraine Disorders', 'C0030193', 'Pain', '', '', '', '', '', '
11775, 'C0016053', 'Fibromyalgia', '', '', '', '', '', '', '', '
11775, 'C0016053', 'Fibromyalgia', 'C0027497', 'Nausea', '', '', '', '', '', '
11775, 'C0016053', 'Fibromyalgia', 'C0018681', 'Headache', '', '', '', '', '', '
11775, 'C0016053', 'Fibromyalgia', 'C0030193', 'Pain', '', '', '', '', '', '
11787, 'C0043352', 'Xerostomia', '', '', '', '', '', '', '', '
11787, 'C0043352', 'Xerostomia', 'C0009806', 'Constipation', '', '', '', '', '', '
11787, 'C0043352', 'Xerostomia', 'C0027497', 'Nausea', '', '', '', '', '', '
11787, 'C0043352', 'Xerostomia', 'C0023380', 'Lethargy', '', '', '', '', '', '
11787, 'C0043352', 'Xerostomia', '', '', 'C0204558', 'Group reassurance', '', '', '', '
11789, 'C0021400', 'Influenza', '', '', '', '', '', '', '', '
11789, 'C0021400', 'Influenza', 'C0235309', 'Upset stomach', '', '', '', '', '', '
11789, 'C0021400', 'Influenza', 'C0085593', 'Chills', '', '', '', '', '', '
11797, 'C0016053', 'Fibromyalgia', '', '', '', '', '', '', '', '
11797, 'C0016053', 'Fibromyalgia', 'C0596601', 'gastrointestinal gas', '', '', '', '', '', '
11797, 'C0016053', 'Fibromyalgia', 'C0027497', 'Nausea', '', '', '', '', '', '
11797, 'C0016053', 'Fibromyalgia', 'C1096717', 'pain during injection', '', '', '', '', '', '
11797, 'C0016053', 'Fibromyalgia', 'C0030193', 'Pain', '', '', '', '', '', '
11797, 'C0016053', 'Fibromyalgia', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
11799, 'C0270724', 'Infantile Neuroaxonal Dystrophy', '', '', '', '', '', '', '', '
11799, 'C0270724', 'Infantile Neuroaxonal Dystrophy', 'C0037088', 'Signs and Symptoms', '', '', '', '', '', '
11799, 'C0270724', 'Infantile Neuroaxonal Dystrophy', 'C0027497', 'Nausea', '', '', '', '', '', '
